value,is_slotted,id,sku,slug,color,category,image_url,release_date,product_type,release_date_year,variation_id,discount_tag,box_condition,product_condition,count_for_product_condition,goat_url
Undefeated x Zoom Kobe 5 Protro 'What If Pack - Dirty Dozen',False,672345,CZ6499 900,undefeated-x-zoom-kobe-5-protro-what-if-pack-double-digits-cz6499-900,multi-color,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/042/669/648/original/672345_00.png.png,20200827,sneakers,2020,5cbfa81c-ff0a-4779-9930-0819921d9b75,,good_condition,new_no_defects,9,https://www.goat.com/sneakers/undefeated-x-zoom-kobe-5-protro-what-if-pack-double-digits-cz6499-900
Kobe A.D. Mid 'White',False,219870,942521 101,kobe-a-d-mid-white-942521-101,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/079/968/260/original/219870_00.png.png,20170915,sneakers,2017,04acf743-3d95-4de8-81b1-db91ef028480,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-mid-white-942521-101
Kobe 8 GS 'Pit Viper',False,57325,555586 500,kobe-8-gs-pit-viper-555586-500,purple,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/840/857/original/555586_500.png.png,20131005,sneakers,2013,f0962b00-59af-41bf-a662-0fe481fb88e7,,badly_damaged,used,5,https://www.goat.com/sneakers/kobe-8-gs-pit-viper-555586-500
Zoom Kobe 5 iD,False,24321,401052 XXX,air-zoom-kobe-5-christmas-401052-991,yellow,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/008/497/867/original/401052_991.png,,sneakers,,74589e32-cfe9-4da7-a6fc-faa5023df25f,,good_condition,used,3,https://www.goat.com/sneakers/air-zoom-kobe-5-christmas-401052-991
Kobe A.D. 'Mighty I.T.' PE,False,296506,AQ2721 600,kobe-ad-mighty-i-t-aq2722-600,red,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/079/992/501/original/296506_00.png.png,20180106,sneakers,2018,0c99da79-71c7-4ad5-b144-b30a0a8812fd,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-ad-mighty-i-t-aq2722-600
Kobe 10 'Silk',False,14445,705317 676,nike-kobe-10-silk-705317-676,orange,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/020/166/original/705317_676.png.png,20150320,sneakers,2015,98de786a-264d-45ea-b28b-ad942a49cdb9,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/nike-kobe-10-silk-705317-676
Zoom Kobe 6 'Lakers Home',False,25146,429659 104,zoom-kobe-6-429659-104,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/004/079/987/original/429659_104.png,20111001,sneakers,2011,13cd0807-9e01-4c14-adeb-304da24e2678,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-6-429659-104
Kobe Mentality,False,32823,704942 800,kobe-mentality-704942-800,red,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/006/477/095/original/704942_800.png.png,,sneakers,,cc2fec4c-da7b-4d83-b71f-e0ca066c8f49,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-mentality-704942-800
Kobe 8 'Pit Viper',False,26055,555035 502,kobe-8-system-pit-viper-555035-502,purple,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/055/268/234/original/26055_00.png.png,20131005,sneakers,2013,ba058453-444f-4508-95a0-32a9481b5949,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-8-system-pit-viper-555035-502
Kobe 8 'Mine Grey',False,12978,555035 003,kobe-8-mine-grey-555035-003,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/016/885/original/555035_003.png.png,20131130,sneakers,2013,b60cadec-eeff-4e79-954f-cef91c7630a9,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-8-mine-grey-555035-003
Kobe 10 Mid EXT 'University Red',False,45924,802366 600,kobe-10-ext-802366-600,red,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/784/923/original/802366_600.png.png,20150625,sneakers,2015,a4ca8762-4cdc-4b0e-92e4-a136818f9970,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-10-ext-802366-600
Kobe A.D. 'University Red',False,103714,852425 608,kobe-a-d-university-red-852425-608,red,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/069/035/977/original/103714_00.png.png,,sneakers,,c9395f40-3998-4a79-8f7e-6f4e534348fe,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-university-red-852425-608
Kobe 9 Elite Low 'Moonwalker',False,12987,639045 515,kobe-9-em-premium-moonwalker-639045-515,purple,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/078/715/486/original/12987_00.png.png,20140712,sneakers,2014,45335ad2-1a7e-48b2-a1e6-41112796aead,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-9-em-premium-moonwalker-639045-515
Kobe AD NXT 360 FastFit 'Multi-Color',False,561315,CD0458 002,kobe-ad-360-fastfit-multi-color-cd0458-002,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/079/499/422/original/561315_00.png.png,20191108,sneakers,2019,e198f7b7-9413-40be-ad97-58e57e010772,,good_condition,new_no_defects,12,https://www.goat.com/sneakers/kobe-ad-360-fastfit-multi-color-cd0458-002
Kobe 10 GS 'Vino',False,54074,726067 333,kobe-10-gs-vino-726067-333,green,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/586/177/original/726067_333.png.png,,sneakers,,cd298a02-dbbc-4bac-947d-521017898b7a,,no_original_box,new_no_defects,0,https://www.goat.com/sneakers/kobe-10-gs-vino-726067-333
Kobe A.D. 'Midnight Navy',False,96958,852425 406,kobe-a-d-midnight-navy-852425-406,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/002/008/213/original/852425_406.png,20170201,sneakers,2017,3779e584-97b4-42e5-aa3f-2881574716aa,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-midnight-navy-852425-406
Kobe A.D. 2018 EP 'Vivid Purple',False,462792,AV3556 002,kobe-a-d-ep-vivid-purple-av3556-002,purple,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/016/240/542/original/AV3556_002.png.png,,sneakers,,1d30201b-2d50-487d-8817-c8e3c77c9b62,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-ep-vivid-purple-av3556-002
Zoom Kobe 7 X 'Black Wolf Grey',False,29294,488370 001,nike-zoom-kobe-7,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/050/367/874/original/29294_00.png.png,20120204,sneakers,2012,c1a35943-30d3-425f-942e-1af4a7baf3f0,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/nike-zoom-kobe-7
Zoom Kobe 6 'Concord',False,25296,429659 100,zoom-kobe-6-429659-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/032/988/original/429659_100.png.png,20110115,sneakers,2011,2487d0ba-f504-4a36-b633-84d498745e81,,good_condition,new_with_defects,0,https://www.goat.com/sneakers/zoom-kobe-6-429659-100
Kobe 10 GS 'Bright Crimson',False,104430,726067 616,kobe-10-gs-bright-crimson-726067-616,red,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/002/232/182/original/726067_616.png.png,,sneakers,,b492f552-08a5-4af9-afbf-96d2cfdbd1b6,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-10-gs-bright-crimson-726067-616
Kobe 11 GS 'Brave Blue',False,124552,822945 424,kobe-11-gs-brave-blue-822945-424,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/003/738/410/original/822945_424.png.png,,sneakers,,40c2e91b-303a-431e-abe3-3c35e97ded56,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-11-gs-brave-blue-822945-424
Kobe 5 GS 'Prelude',False,13153,386647 700,kobe-5-gs-prelude-5-386647-700,gold,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/068/715/013/original/386647_700.png.png,,sneakers,,61cfe359-3adf-447e-96c5-d94c34c44a65,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-5-gs-prelude-5-386647-700
Zoom Kobe 7 Supreme 'Del Sol',False,25313,488244 001,zoom-kobe-7-supreme-488244-001,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/036/077/original/488244_001.png.png,20111223,sneakers,2011,51211924-e58b-4175-9227-0a4f7a83e838,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-7-supreme-488244-001
Kobe 9 Elite Premium 'What The Kobe',False,12985,678301 904,kobe-9-elite-premium-what-the-kobe-678301-904,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/044/832/654/original/12985_00.png.png,20150111,sneakers,2015,3d3b4566-d430-40de-8808-e8414a72b792,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-9-elite-premium-what-the-kobe-678301-904
Kobe 8 'Mambacurial',False,13165,615315 500,kobe-8-system-mc-mambacurial-615315-500,red,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/052/323/870/original/13165_00.png.png,20130607,sneakers,2013,e95856e2-b7dc-47c5-9175-96bf7f4dc9f2,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-8-system-mc-mambacurial-615315-500
Zoom Kobe 6 'Barcelona',False,25543,429659 800,kobe-6-barcelona-429659-800,orange,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/002/013/147/original/429659_800.png,20110101,sneakers,2011,3571c7a8-bda7-4523-96be-1ddf14f0b75d,,badly_damaged,new_no_defects,0,https://www.goat.com/sneakers/kobe-6-barcelona-429659-800
Kobe 8 GS 'Graffiti',False,480343,555586 100,kobe-8-gs-graffiti-555586-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/016/924/056/original/555586_100.png.png,20130824,sneakers,2013,f5ac3a06-5d04-42f9-bbfa-bf1c11b73daa,,good_condition,used,3,https://www.goat.com/sneakers/kobe-8-gs-graffiti-555586-100
Kobe 10 'Pain',False,28525,705317 001,kobe-10-pain-705317-001,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/083/804/original/705317_001.png.png,20150709,sneakers,2015,9de53105-7071-49c2-aa9a-345dbb841abf,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-10-pain-705317-001
Zoom Kobe 1 'MPLS',False,21651,313143 011,zoom-kobe-1-313143-011,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/001/153/298/original/313143_011.png.png,20061001,sneakers,2006,9ce2a544-acaa-4e3a-a1cb-45e3d497063f,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-1-313143-011
Kobe A.D. EP 'Purple Stardust',False,304499,852427 500,kobe-a-d-ep-purple-stardust-852427-500,purple,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/009/385/290/original/852427_500.png.png,,sneakers,,7bf334ad-edb2-43bf-94dd-bea520ac94d1,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-ep-purple-stardust-852427-500
Kobe 10 Elite High 'American',False,34186,718763 614,kobe-x-elite-high-american-718763-614,red,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/065/993/450/original/34186_00.png.png,20151124,sneakers,2015,b6d326eb-99a2-414a-a849-30db976d6e4e,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-x-elite-high-american-718763-614
Kobe 8+ 'All Star - Extraterrestrial' Sport Pack,False,25762,583110 800,kobe-8-system-sp-pk-as-extraterrestrial-w-sport-pack-583110-800,orange,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/036/702/original/583110_800.png.png,20130215,sneakers,2013,4b64c067-78f4-43d4-b66a-97e71c060d85,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-8-system-sp-pk-as-extraterrestrial-w-sport-pack-583110-800
Kobe 7 GS,False,271129,505399 001,kobe-7-gs-505399-001,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/008/077/818/original/505399_001.png.png,,sneakers,,95daa1d7-bf6e-42b1-9811-468ed5bb8106,,good_condition,used,1,https://www.goat.com/sneakers/kobe-7-gs-505399-001
Kobe 10 Elite Premium HTM 'Shark Jaw',False,33949,805937 101,kobe-10-elite-low-prm-htm-805937-101,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/048/815/456/original/33949_00.png.png,20151001,sneakers,2015,18b09b28-4059-4a35-aa65-1760c28dbd49,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-10-elite-low-prm-htm-805937-101
Kobe 10 Mid EXT 'Black Gum',False,30531,802366 002,kobe-10-mid-ext-802366-002,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/084/520/original/802366_002.png.png,20150822,sneakers,2015,3aec2664-1a4a-4a73-8a54-09dbd9ceee26,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-10-mid-ext-802366-002
Kobe 9 EM 'Hyper Cobalt',False,28791,646701 414,kobe-9-cobalt,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/053/871/183/original/28791_00.png.png,20140725,sneakers,2014,f2918485-5e63-4268-836e-5dfc1f125f8b,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-9-cobalt
Crazy 97 EQT Elevation Kobe Bryant '1997 All Star',False,921274,GY9125,crazy-97-eqt-elevation-kobe-bryant-1997-all-star-gy9125,silver,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/076/009/694/original/921274_00.png.png,20220722,sneakers,2022,891c0dce-5f70-46b2-9408-71721431cc92,under_retail,good_condition,new_no_defects,0,https://www.goat.com/sneakers/crazy-97-eqt-elevation-kobe-bryant-1997-all-star-gy9125
Kobe A.D. NXT 'Mambacurial',False,184912,882049 400,kobe-a-d-nxt-mambacurial-882049-400,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/005/320/469/original/882049_400.png.png,20170801,sneakers,2017,6d65343f-e318-454a-ad66-b2f6e906d73f,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-nxt-mambacurial-882049-400
Kobe 9 Elite 'Perspective',False,13018,630847 400,kobe-9-elite-perspective-630847-400,teal,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/080/337/733/original/13018_00.png.png,20140308,sneakers,2014,1dc37904-fb53-48f4-b9cb-22d8bf5dc1bc,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-9-elite-perspective-630847-400
Kobe 10 Elite 'Draft Pick',False,31961,747212 515,kobe-10-opening-night-747212-515,purple,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/063/656/945/original/31961_00.png.png,20151030,sneakers,2015,5f222288-3f3d-4edf-8f90-ef0d516eabd4,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-10-opening-night-747212-515
Kobe 10 'All Star',False,9483,742546 097,kobe-x-as-men-s-basketball-shoe-742546-097,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/056/406/671/original/9483_00.png.png,20150213,sneakers,2015,d97770b1-83aa-43ac-a5be-693933741a63,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-x-as-men-s-basketball-shoe-742546-097
Kobe 8 GS 'Christmas',False,13148,555586 004,kobe-8-gs-christmas-555586-004,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/016/908/original/555586_004.png.png,20131226,sneakers,2013,8ee3885c-332a-41f8-a00e-4f21328170d9,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-8-gs-christmas-555586-004
Zoom Kobe 1 'Olympic',False,21360,313143 411,zoom-kobe-1-olympic-313143-411,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/028/349/original/313143_411.png.png,20060801,sneakers,2006,63a68bfe-c3dd-4e2c-bc4b-7c337892e66c,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-1-olympic-313143-411
Air Zoom Flight 96 'Kobe Bryant',False,29524,317980 100,air-flight-96-lakers,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/087/984/244/original/29524_00.png.png,,sneakers,,a84fa86c-e4ca-40f3-b679-b2754fd3a162,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/air-flight-96-lakers
Zoom Kobe 7 'All Star - Galaxy',False,15222,520810 001,kobe-7,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/041/243/714/original/15222_00.png.png,20120224,sneakers,2012,bc10c7d8-5e79-45fb-ac23-495423c834b5,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-7
Kobe Mentality 'Black Mamba',False,31585,704942 002,kobe-mentality-black-mamba-704942-002,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/006/477/094/original/704942_002.png.png,,sneakers,,6d172ed1-bc1e-45e2-a834-ddf944245bf7,,no_original_box,used,2,https://www.goat.com/sneakers/kobe-mentality-black-mamba-704942-002
Kobe AD NXT FastFit 'Off Noir',False,536756,CD0458 090,kobe-ad-nxt-fastfit-kobe-ad-ff,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/079/329/266/original/536756_00.png.png,20190824,sneakers,2019,8ce56432-d727-49cc-b410-ced856eed4de,under_retail,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-ad-nxt-fastfit-kobe-ad-ff
Kobe Venomenom 4,False,141187,635578 400,kobe-venomenom-4-635578-400,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/003/738/400/original/635578_400.png.png,,sneakers,,6ceba0d7-e553-422b-9499-d1cf0f28e4da,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-venomenom-4-635578-400
Kobe 10 TB 'Gorge Green',False,1022239,813030 302,kobe-10-tb-gorge-green-813030-302,green,shoes,,,sneakers,,52c2a4f7-39c0-4531-94de-dbd49c5b5e3a,,no_original_box,used,2,https://www.goat.com/sneakers/kobe-10-tb-gorge-green-813030-302
Kobe A.D. TB 'Court Purple',False,598465,AT3874 501,kobe-a-d-tb-court-purple-at3874-501,purple,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/053/672/717/original/AT3874_501.png.png,,sneakers,,6864f864-d2b4-4c6c-a618-61a1be07deb2,,no_original_box,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-tb-court-purple-at3874-501
Zoom Kobe 7 X 'Great White Shark',False,467412,488370 401,zoom-kobe-7-x-great-white-shark-488370-401,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/015/545/275/original/488370_401.png.png,20120214,sneakers,2012,3824b42d-3c70-45d4-b7d9-94a156ec888d,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-7-x-great-white-shark-488370-401
Zoom Kobe 4 'Prelude',False,13268,639693 500,zoom-kobe-4-prelude-prelude-4-639693-500,purple,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/016/020/original/639693_500.png.png,20131228,sneakers,2013,61d52788-3379-4049-9c78-8d92520300be,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-4-prelude-prelude-4-639693-500
Kobe 8 'Graffiti',False,15220,555035 100,kobe-8,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/049/109/929/original/15220_00.png.png,20130824,sneakers,2013,8586bc01-f0bd-4b03-b2f7-845338defea4,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-8
Kobe 10 Elite 'Commander',False,31962,718763 004,kobe-10-elite-718763-004,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/060/299/original/718763_004.png,20151014,sneakers,2015,87d8b2d2-a0ee-4bfa-bfd9-1f86e1d43f65,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-10-elite-718763-004
Zoom Kobe Venomenon 4 'Inline',False,29343,635578 100,nike-kobe-venomenom-4,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/082/995/original/635578_100.png.png,,sneakers,,19104e07-5ec1-4933-936a-b5b0e87f6a26,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/nike-kobe-venomenom-4
Kobe 9 GS 'Hyper Cobalt',False,51998,653593 400,kobe-9-gs-hyper-cobalt-653593-400,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/065/226/040/original/653593_400.png.png,,sneakers,,369013c2-368a-459e-afdd-b152d53e4e0b,,good_condition,used,6,https://www.goat.com/sneakers/kobe-9-gs-hyper-cobalt-653593-400
Kobe 8 iD,False,387162,653614 9XX,kobe-8-id-653614-9xx,multi-color,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/085/007/782/original/387162_00.png.png,20121220,sneakers,2012,3db4e189-e75a-4ccc-9293-2828c3e86b15,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-8-id-653614-9xx
Nike x Undefeated Kobe Tee 'Black',False,814482,CU0435 010,nike-x-undefeated-kobe-tee-black-cu0435-010,black,apparel,https://image.goat.com/750/attachments/product_template_pictures/images/059/730/939/original/814482_00.png.png,,tops,,7cb47a10-79d8-4df2-a693-a9f01c6baee5,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/nike-x-undefeated-kobe-tee-black-cu0435-010
Zoom Kobe Icon,False,60749,818583 001,zoom-kobe-icon-818583-001,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/825/882/original/818583_001.PNG.png,20160125,sneakers,2016,80dad8d6-efe6-473d-9c39-18eb832cad0a,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-icon-818583-001
Kobe 11 GS 'Achilles Heel',False,49994,822945 670,kobe-11-gs-achilles-heel-822945-670,red,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/458/255/original/822945_670.png.png,20160612,sneakers,2016,0a353323-949c-4e7f-9658-6755f27f4ffc,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-11-gs-achilles-heel-822945-670
Zoom Kobe Venomenon 5 'Joker',False,230246,749884 005,nike-zoom-kobe-venomenon-5-749884-005,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/006/808/105/original/749884_005.png.png,20151001,sneakers,2015,40c3f01f-98de-4903-8e9f-5dea7e1ab05d,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/nike-zoom-kobe-venomenon-5-749884-005
Kobe 9 EM 'Deep Garnet',False,28492,646701 678,kobe-9,red,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/084/472/original/646701_678.png.png,20141213,sneakers,2014,ca12ae6c-276c-46a9-97d7-6b11bea5ceb4,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-9
Zoom Kobe Venomenon 4 'Year of the Horse',False,144158,635578 600,zoom-kobe-venomenon-4-year-of-the-horse-635578-600,red,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/003/515/985/original/635578_600.png,20140205,sneakers,2014,12964ddc-e1b3-4b48-933a-42212f099fab,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-venomenon-4-year-of-the-horse-635578-600
Kobe 8+ 'Supernatural' Sport Pack,False,473839,558578 373,kobe-8-system-sp-green-camo-558578-373,green,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/093/026/368/original/558578_373.png.png,20130302,sneakers,2013,9440ddbb-5c66-41d3-a96a-ac9af35941b8,,good_condition,new_with_defects,0,https://www.goat.com/sneakers/kobe-8-system-sp-green-camo-558578-373
Kobe A.D. NXT 'Black White',False,157141,882049 007,kobe-a-d-nxt-882049-007,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/079/929/687/original/157141_00.png.png,20170603,sneakers,2017,cc58bcaf-06f6-4329-a050-424867217790,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-nxt-882049-007
Kobe 8+ 'Supernatural',False,29038,587551 373,nike-kobe-green,green,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/079/992/459/original/29038_00.png.png,20130302,sneakers,2013,07bbcfdf-d073-4ec1-85ce-7eb93111032a,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/nike-kobe-green
Kobe 9 Elite iD,False,469347,677992 XXX,kobe-9-elite-low-id-677992-xxx,multi-color,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/015/636/079/original/677992_XXX.png.png,20140811,sneakers,2014,68705933-8a9d-44ed-a001-0ee687dcd4f3,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-9-elite-low-id-677992-xxx
Kobe 10 GS 'Easter',False,56664,726067 808,kobe-10-gs-easter-726067-808,red,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/716/205/original/726067_808.png.png,,sneakers,,90dbcf23-bc9f-4987-8cea-87f175c1ce1a,,no_original_box,new_no_defects,0,https://www.goat.com/sneakers/kobe-10-gs-easter-726067-808
Zoom Kobe 4 'Varsity Royal',False,24036,344335 013,zoom-kobe-4-344335-013,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/093/456/137/original/24036_00.png.png,20090901,sneakers,2009,890c769b-d550-4100-a320-a171fad646e3,,no_original_box,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-4-344335-013
Kobe 10 GS 'Blackout',False,80863,726067 005,kobe-10-gs-blackout-726067-005,purple,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/001/448/052/original/726067_005.png,20150221,sneakers,2015,c8bdb877-96bf-4b1e-9080-1e6bfac8f860,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-10-gs-blackout-726067-005
Zoom Kobe 5 'Inline',False,24237,386429 101,zoom-kobe-5-386429-101,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/065/465/684/original/24237_00.png.png,20100305,sneakers,2010,c01ba038-be90-4bbc-bad2-4c0667bdedba,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-5-386429-101
Kobe A.D. EP 'Flip the Switch',False,554481,852427 004,kobe-a-d-ep-flip-the-switch-852427-004,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/026/861/306/original/852427_004.png.png,,sneakers,,d770abed-4dff-4c73-b4d9-8fa9ff16b19c,,badly_damaged,used,1,https://www.goat.com/sneakers/kobe-a-d-ep-flip-the-switch-852427-004
Zoom Kobe 6 'Imperial Purple',False,25162,429659 501,zoom-kobe-6-429659-501,purple,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/032/995/original/429659_501.png.png,20110901,sneakers,2011,2d45f595-9aeb-4409-9432-5ed1f030d329,,good_condition,used,4,https://www.goat.com/sneakers/zoom-kobe-6-429659-501
Zoom Kobe 6 Supreme 'Rice',False,24750,446442 301,zoom-kobe-6-supreme-rice-446442-301,green,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/079/992/439/original/24750_00.png.png,20110305,sneakers,2011,86b70c60-4e75-4b53-86fb-1ef58e2cabc5,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-6-supreme-rice-446442-301
Kobe 8 'Easter',False,13101,555035 302,kobe-8-system-easter-555035-302,teal,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/078/453/361/original/13101_00.png.png,20130329,sneakers,2013,18a36f06-870d-4326-b860-32ce463fc45b,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-8-system-easter-555035-302
Kobe 8 GS 'Dynamic Pink',False,25984,555586 601,kobe-8-gs-555586-601,pink,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/093/026/366/original/555586_601.png.png,20130202,sneakers,2013,f1570e1a-c5c1-4210-b7cf-2213b53df4ad,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-8-gs-555586-601
Zoom Kobe 6 'Prelude',False,13282,640220 001,kobe-prelude-6-prelude-6-640220-001,green,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/050/508/523/original/640220_001.png.png,20140111,sneakers,2014,3f469149-8a27-4f94-b243-41f6ec3cb64b,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-prelude-6-prelude-6-640220-001
