value,is_slotted,id,sku,slug,color,category,image_url,release_date,product_type,release_date_year,variation_id,discount_tag,box_condition,product_condition,count_for_product_condition,goat_url
Undefeated x Zoom Kobe 1 Protro 'Camo',False,316852,AQ3635 300,undefeated-x-zoom-kobe-1-protro,green,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/078/447/771/original/316852_00.png.png,20180216,sneakers,2018,ec0c236b-b0d9-4d13-a7e9-03adc55f8cee,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/undefeated-x-zoom-kobe-1-protro
Kobe 9 Elite Low 'Mamba Moment' iD,False,14640,677992 998,nike-id-kobe-9-elite-low-mamba-moment-677992-998,green,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/080/611/522/original/14640_00.png.png,20141201,sneakers,2014,300f00aa-49ca-4c7e-b500-754edb05c69f,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/nike-id-kobe-9-elite-low-mamba-moment-677992-998
Kobe 11 EP 'Barcelona',False,597724,836184 806,kobe-11-ep-barcelona-836184-806,orange,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/032/704/751/original/836184_806.png.png,20161015,sneakers,2016,5f91a614-f5ed-42a5-b204-8128b031e457,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-11-ep-barcelona-836184-806
Kobe 11 'Arizona' PE,False,981914,835183 693762 LN2,kobe-11-arizona-pe-835183-693762-ln2,blue,shoes,,,sneakers,,decf9a40-88ae-4e00-a13a-f625f1530e1a,,no_original_box,used,1,https://www.goat.com/sneakers/kobe-11-arizona-pe-835183-693762-ln2
Kobe A.D. Exodus TB 'Navy Blue',False,550188,AT3874 406,kobe-a-d-exodus-tb-navy-blue-at3874-406,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/051/415/353/original/550188_00.png.png,,sneakers,,99c1632a-4684-416e-bd00-e50668fb068a,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-exodus-tb-navy-blue-at3874-406
Zoom Kobe Venomenon 5 EP 'Black White',False,729754,853939 011,zoom-kobe-venomenom-5-ep-black-white-853939-011,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/049/528/517/original/853939_011.png.png,,sneakers,,91b66abb-a78c-400a-80ba-4379c52b2b6e,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-venomenom-5-ep-black-white-853939-011
Undefeated x Zoom Kobe 1 Protro 'White Gum',False,316993,AQ3635 100,undefeated-x-zoom-kobe-1-protro-white,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/078/447/873/original/316993_00.png.png,20180215,sneakers,2018,a1b3044d-fe13-4816-b787-d81514a84f19,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/undefeated-x-zoom-kobe-1-protro-white
Zoom Kobe 5 'Fade To Black',False,45400,869454 006,zoom-kobe-5-ftb-869454-006,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/079/742/448/original/45400_00.png.png,20160404,sneakers,2016,ed2cfdc3-6643-48e9-a240-0ce917743c58,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-5-ftb-869454-006
Kobe 9 EM XDR 'Silk',False,250038,653972 676,kobe-9-xdr-silk-653972-676,purple,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/054/791/080/original/250038_00.png.png,20150103,sneakers,2015,8d29e58e-6c8d-4265-b645-b5464c1f0dbc,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-9-xdr-silk-653972-676
Zoom Kobe 1 Protro 'USA',False,464371,AQ2728 400,zoom-kobe-1-protro-usa-aq2728-400,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/065/579/844/original/464371_00.png.png,20180703,sneakers,2018,ad8ae90d-b94b-4008-ad83-30527c5e60fb,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-1-protro-usa-aq2728-400
Kobe 9 Elite 'Victory',False,13030,630847 077,kobe-9-elite-victory-630847-077,green,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/017/050/original/630847_077.png.png,20141031,sneakers,2014,5ac788c5-8f59-4474-a5ad-c2988fc2d061,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-9-elite-victory-630847-077
Kobe 8 NSW Lifestyle LE 'Gorge Green',False,193973,582552 300,kobe-8-nsw-lifestyle-le-582552-300,green,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/050/806/390/original/193973_00.png.png,20130615,sneakers,2013,a3394729-fea4-4aa6-8bdd-1d408b7ef54c,,no_original_box,new_with_defects,0,https://www.goat.com/sneakers/kobe-8-nsw-lifestyle-le-582552-300
Kobe A.D. Mid 'Fearless',False,196485,922482 500,kobe-a-d-fearless-922482-700,purple,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/080/336/374/original/196485_00.png.png,20170824,sneakers,2017,79d91d2e-d717-4eb9-bf22-788284dfb8ad,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-fearless-922482-700
Kobe A.D. Exodus 'Team Red',False,542190,AT3874 602,kobe-a-d-exodus-team-red-at3874-602,red,shoes,,,sneakers,,b8dd880e-3510-4b10-8556-0f5651a23d21,,no_original_box,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-exodus-team-red-at3874-602
Zoom Kobe 4 Protro 'Del Sol',False,513844,AV6339 101,zoom-kobe-4-protro-pop-playoffs-av6339-101,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/079/326/920/original/513844_00.png.png,20190524,sneakers,2019,912b30d4-ea28-4d60-a997-c3384a453099,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-4-protro-pop-playoffs-av6339-101
Air Force 1 GS 'Kobe Bryant',False,506213,314192 151,air-force-1-gs-kobe-bryant-314192-151,purple,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/020/449/983/original/314192_151.png.png,,sneakers,,3f60542a-85d5-4a89-9273-90097bb8875b,,badly_damaged,new_no_defects,0,https://www.goat.com/sneakers/air-force-1-gs-kobe-bryant-314192-151
Kobe 11 Elite Low iD,False,1175027,885003 XXX,kobe-11-elite-low-id-885003-xxx,multi-color,shoes,,,sneakers,,f77e8506-67d6-4850-9713-8cdaa2efbda7,,no_original_box,used,1,https://www.goat.com/sneakers/kobe-11-elite-low-id-885003-xxx
Zoom Kobe 5 TB 'White Black',False,811650,407710 100,zoom-kobe-5-tb-white-black-407710-100,white,shoes,,,sneakers,,bc724c74-cded-4106-89bc-651f4486d7c5,,good_condition,new_with_defects,0,https://www.goat.com/sneakers/zoom-kobe-5-tb-white-black-407710-100
Zoom Kobe 5 X 'Ink',False,585364,386430 500,zoom-kobe-5-ink-386430-500,purple,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/031/390/265/original/386430_500.png.png,20100802,sneakers,2010,e9c3f617-1fc7-403b-beeb-f89c3bab301b,,badly_damaged,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-5-ink-386430-500
Zoom Kobe 5 TB 'Black White',False,924092,407710 001,zoom-kobe-5-tb-black-white-407710-001,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/070/734/323/original/924092_00.png.png,,sneakers,,1b601976-6221-4cd2-af65-236baf21fc57,,no_original_box,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-5-tb-black-white-407710-001
Kobe 9 NSW Lifestyle 'Year of the Horse',False,40164,647594 001,kobe-9-nsw-lifestyle-year-of-the-horse-647594-001,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/002/252/487/original/647594_001.png,20140131,sneakers,2014,84c2a3fd-467b-45ca-8c06-1166e8dd78c0,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-9-nsw-lifestyle-year-of-the-horse-647594-001
Kobe 11 Elite Low 'Oregon Ducks' PE,False,525154,822675 620322 LN2,kobe-11-elite-low-oregon-ducks-pe-822675-620322-ln2,yellow,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/022/841/626/original/822675_620322_LN2.png.png,,sneakers,,3ea86a14-7e04-4619-9d05-a0af2a7c53a2,,no_original_box,used,3,https://www.goat.com/sneakers/kobe-11-elite-low-oregon-ducks-pe-822675-620322-ln2
Zoom Kobe 4 Protro 'Lakers Away' PE,False,503427,SP19 MNBSKT 761Z 925189,zoom-kobe-4-protro-lakers-away-pe-sp19-mnbskt-761z-925189,purple,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/020/013/387/original/SP19_MNBSKT_761Z_925189.png.png,,sneakers,,a82c8c76-d6bf-4daa-82fd-bf8670138e7f,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-4-protro-lakers-away-pe-sp19-mnbskt-761z-925189
Kobe A.D. Exodus TB 'White Purple',False,604097,AT3874 111,kobe-a-d-exodus-tb-white-purple-at3874-111,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/033/592/222/original/AT3874_111.png.png,,sneakers,,fb888048-1a34-4e02-9f34-584ac2b841ee,,no_original_box,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-exodus-tb-white-purple-at3874-111
Kobe A.D. Mid 'Field Purple Silver',False,601688,942521 501,kobe-a-d-mid-field-purple-silver-942521-501,purple,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/033/250/404/original/942521_501.png.png,,sneakers,,5d68bfd5-6ad7-4059-b96f-534d0dd3b220,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-mid-field-purple-silver-942521-501
Kobe 11 TD 'Easter',False,1132725,822947 078,kobe-11-td-easter-822947-078,grey,shoes,,20160325,sneakers,2016,f4bd3831-6159-40cc-9828-ad5ff2ee58de,,no_original_box,new_no_defects,0,https://www.goat.com/sneakers/kobe-11-td-easter-822947-078
Zoom Kobe 7 System TB 'Game Royal',False,601682,517359 400,zoom-kobe-7-system-tb-game-royal-517359-400,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/033/250/365/original/517359_400.png.png,20120918,sneakers,2012,71a18e10-eca6-4400-bc24-a250c18d1729,,good_condition,used,2,https://www.goat.com/sneakers/zoom-kobe-7-system-tb-game-royal-517359-400
Kobe A.D. Mid 'Lakers Purple' Sample,False,472888,942521 500,kobe-a-d-tb-lakers-purple-sample-942521-500,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/015/888/374/original/942521_500.png.png,,sneakers,,1658061e-070f-45dd-a111-27998da3a522,under_retail,no_original_box,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-tb-lakers-purple-sample-942521-500
Air Jordan 9 Retro PS 'Kobe',False,477693,401811 121,air-jordan-9-retro-ps-kobe-401811-121,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/016/509/183/original/401811_121.png.png,,sneakers,,fa6f3bc1-9a85-424a-80b1-aeca53b7b4a7,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/air-jordan-9-retro-ps-kobe-401811-121
Kobe A.D. Mid 'Optimism',False,196492,922482 700,kobe-a-d-optimism-922482-500,yellow,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/080/336/391/original/196492_00.png.png,20170824,sneakers,2017,4200a605-13b6-49f5-b43b-b7d12b7a7f2e,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-optimism-922482-500
Zoom Kobe 1 Protro 'MPLS',False,399173,AQ2728 001,zoom-kobe-1-protro-aq2728-001,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/078/722/919/original/399173_00.png.png,20180706,sneakers,2018,0cff8200-d107-4350-a427-f64e33660e0e,,good_condition,new_no_defects,4,https://www.goat.com/sneakers/zoom-kobe-1-protro-aq2728-001
Kobe A.D. EP 'Cool Grey',False,595879,852427 010,kobe-a-d-ep-cool-grey-852427-010,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/032/479/979/original/852427_010.png.png,,sneakers,,6772cf0f-d8de-46fa-b5d3-9a453a307ba8,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-ep-cool-grey-852427-010
Kobe 10 Elite Premium HTM 'Shark Jaw' Milan Exclusive,False,363189,805937 100,kobe-10-elite-low-prm-htm-shark-jaw-milan-exclusive-805937-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/083/338/954/original/363189_00.png.png,20151001,sneakers,2015,3a364596-4451-43cd-a1c4-1a61b6f8afae,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-10-elite-low-prm-htm-shark-jaw-milan-exclusive-805937-100
Kobe 11 Elite Low 'University of Kentucky' PE,False,1139693,822675 677063 LN2,kobe-11-elite-low-university-of-kentucky-pe-822675-677063-ln2,white,shoes,,,sneakers,,e78da17a-530b-4b21-abe1-9761cb3acf60,,no_original_box,used,1,https://www.goat.com/sneakers/kobe-11-elite-low-university-of-kentucky-pe-822675-677063-ln2
Zoom Kobe 1 Protro 'Del Sol',False,316330,AQ2728 003,zoom-kobe-1-protro-aq2728-003,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/078/447/694/original/316330_00.png.png,20180217,sneakers,2018,c34736dd-f7ed-4f70-bce3-275b63d91631,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-1-protro-aq2728-003
Zoom Kobe 7 System 'What The Kobe',False,13320,488371 200,zoom-kobe-7-system-what-the-kobe-488371-200,multi-color,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/067/958/133/original/13320_00.png.png,20120707,sneakers,2012,3148d00d-529f-4087-b9c6-0a1670d68b64,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-7-system-what-the-kobe-488371-200
Zoom Kobe 4 'MLK',False,152417,344335 171,kobe-4-mlk-344335-171,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/055/571/960/original/152417_00.png.png,20090508,sneakers,2009,a42735f5-8870-4a56-8c9e-cf2324eaf560,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-4-mlk-344335-171
Zoom Kobe Venomenon 5 'Bright Crimson',False,142593,749884 604,kobe-5-venomenon-5-749884-604,orange,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/003/648/105/original/749884_604.png.png,,sneakers,,b45568eb-355f-47dc-81d7-4814c8fe1bea,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-5-venomenon-5-749884-604
Kobe A.D. Mid 'Midnight Navy',False,479559,942521 401,kobe-a-d-tb-promo-midnight-navy-942521-401,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/078/397/525/original/479559_00.png.png,,sneakers,,ecf8f168-9da3-4b43-ba2a-5884b9317502,,no_original_box,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-tb-promo-midnight-navy-942521-401
Kobe 11 Elite Low Flyknit iD,False,1240293,885006 XXX,kobe-11-elite-low-flyknit-id-885006-xxx,multi-color,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/090/466/208/original/885006_XXX.png.png,20160406,sneakers,2016,6758c631-3866-4fe7-b0a1-de8332c9fbbf,,no_original_box,used,1,https://www.goat.com/sneakers/kobe-11-elite-low-flyknit-id-885006-xxx
Kobe 9 EM XDR 'Pop Art',False,1183372,653972 500,kobe-9-em-xdr-pop-art-653972-500,multi-color,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/087/123/538/original/653972_500.png.png,20140517,sneakers,2014,fa3c334c-1bb7-47f9-8859-5c264771df7b,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-9-em-xdr-pop-art-653972-500
Zoom Kobe 4 'Lakers Home' Sample,False,1131751,HO09 MNBSKT 113 156870 Y3,zoom-kobe-4-lakers-home-sample-ho09-mnbskt-113-156870-y3,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/084/425/968/original/HO09_MNBSKT_113_156870_Y3.png.png,20091110,sneakers,2009,c027e0b1-c6e9-4313-bea5-95b30bf1861a,,no_original_box,used,1,https://www.goat.com/sneakers/zoom-kobe-4-lakers-home-sample-ho09-mnbskt-113-156870-y3
Kobe 9 Elite XDR 'Strategy',False,812526,641714 303,kobe-9-elite-xdr-strategy-641714-303,orange,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/059/492/181/original/641714_303.png.png,,sneakers,,5e8a9f8e-b79f-42fc-83ca-86b52eef7830,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-9-elite-xdr-strategy-641714-303
Kobe 10 TD 'Bright Crimson',False,763436,726069 060,kobe-10-td-bright-crimson-726069-060,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/071/255/848/original/726069_060.png,20150618,sneakers,2015,7c84eee6-4491-40c3-ad19-c3005784954f,,good_condition,used,1,https://www.goat.com/sneakers/kobe-10-td-bright-crimson-726069-060
Zoom Kobe 1 'Prelude',False,13278,640221 001,zoom-kobe-1-prelude-640221-001,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/057/670/953/original/13278_00.png.png,20131207,sneakers,2013,6b7bbacb-ccff-4426-81af-c97389697d4c,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-1-prelude-640221-001
Kobe A.D. 2018 EP 'Chaos',False,491572,AV3556 003,kobe-a-d-ep-chaos-av3556-003,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/018/297/563/original/AV3556_003.png.png,20190113,sneakers,2019,38e98920-43ab-45d4-b5de-c83fa1f392a5,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-ep-chaos-av3556-003
Zoom Kobe 4 'Carpe Diem',False,24926,344335 001,zoom-kobe-5-carpe-diem-344335-001,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/032/091/original/344335_001.png.png,20090117,sneakers,2009,a906a056-37c9-4ad9-83d0-907d85c62621,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-5-carpe-diem-344335-001
Zoom Kobe 6 GS 'Draft Day',False,1288175,429913 102,zoom-kobe-6-gs-draft-day-429913-102,white,shoes,,20110526,sneakers,2011,613541ad-a694-4361-9f7f-8fe225d235d7,,badly_damaged,new_with_defects,0,https://www.goat.com/sneakers/zoom-kobe-6-gs-draft-day-429913-102
Zoom Kobe 4 Protro Sample,False,549420,SP19 MNBSKT 761Z 935433,zoom-kobe-4-protro-sample-sp19-mnbskt-761z-935433,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/026/119/737/original/SP19_MNBSKT_761Z_935433.png.png,,sneakers,,ea98af71-ab97-465b-827e-1e06c6daca79,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-4-protro-sample-sp19-mnbskt-761z-935433
Kobe 11 TB 'Gorge Green',False,350375,856485 331,kobe-11-tb-promo-856485-331,green,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/011/254/267/original/856485_331.png.png,20161001,sneakers,2016,e5daf355-3e22-4e0d-be58-a3ededaf58d9,,no_original_box,new_no_defects,0,https://www.goat.com/sneakers/kobe-11-tb-promo-856485-331
Top Ten 2000 'Kobe Vino Pack',False,54013,AQ8539,top-ten-2000-kobe-vino-aq8539,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/586/212/original/AQ8539.png.png,20160505,sneakers,2016,5742a852-a5a5-4449-8ff3-3fb252c605e7,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/top-ten-2000-kobe-vino-aq8539
Kobe 11 TD 'Achilles Heel',False,851958,822947 670,kobe-11-td-achilles-heel-822947-670,red,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/071/257/606/original/822947_670.png,20160109,sneakers,2016,735d47f8-4edf-4cdd-b05d-e4c3cd531c56,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-11-td-achilles-heel-822947-670
